ad_id,suburb,district,bedrooms,bathrooms,land_perches,floor_sqft,price_lkr,price_log
5647232,Colombo 7,Colombo,5,5,16.5,4000,325000000,19.59933574
5817979,Pelawatte,Colombo,5,3,10.5,2900,68000000,18.03501828
5693917,Boralesgamuwa,Colombo,4,3,6.9,1700,95000000,18.36938746
5716362,Mount Lavinia,Colombo,2,1,2.3,1000,18000000,16.70588237
5721120,Hokandara,Colombo,4,4,14.2,4675,125000000,18.6438243
5733401,Hokandara,Colombo,5,3,30.8,4500,125000000,18.6438243
5740761,Colombo 5,Colombo,4,4,20,2500,320000000,19.58383156
5745057,Hokandara,Colombo,2,2,7.5,1500,18500000,16.73328134
5748272,Ja Ela,Gampaha,4,3,12,2527,48000000,17.68671159
5749118,Rajagiriya,Colombo,5,4,7.25,3560,82500000,18.22830886
5752596,Colombo 7,Colombo,8,5,18,3000,400000000,19.80697511
5754818,Thalawathugoda,Colombo,5,5,47,3000,300000000,19.51929304
5754834,Colombo 5,Colombo,4,3,9,4500,150000000,18.82614586
5772331,Moratuwa,Colombo,3,1,10,1500,25000000,17.03438642
5774455,Kelaniya,Gampaha,3,2,21,3000,65000000,17.98989784
5785344,Colombo 5,Colombo,5,4,15.5,4000,225000000,19.23161096
5797896,Colombo 5,Colombo,4,3,23,4000,250000000,19.33697148
5809186,Colombo 7,Colombo,6,6,16.5,3000,400000000,19.80697511
5809881,Raththanapitiya,Other,4,4,9.7,2500,60000000,17.90985514
5821874,Kalubowila,Colombo,3,2,9.57,2000,60000000,17.90985514
5826975,Nawala,Colombo,2,2,20,4500,175000000,18.98029654
5833124,Malabe,Colombo,5,3,1,3000,85000000,18.25816183
5833577,Nugegoda,Colombo,5,4,19,3500,85000000,18.25816183
5835486,Akuregoda,Other,2,3,7,1600,46000000,17.64415198
5838549,Rajagiriya,Colombo,7,7,12,4500,150000000,18.82614586
5854099,Colombo 5,Colombo,5,3,14,3000,250000000,19.33697148
5853630,Ragama,Gampaha,4,1,20,2500,22500000,16.92902591
5854024,Beddagana,Other,4,3,14,2600,135000000,18.72078534
5854018,Battaramulla,Colombo,2,2,11.6,3000,85000000,18.25816183
5853620,Nuwara Eliya,Nuwara Eliya,6,6,14,4200,85000000,18.25816183
5853973,Kottawa,Colombo,3,3,20,2485,44000000,17.59970021
5853941,Pita Kotte,Colombo,3,3,19,2000,69000000,18.04961708
5853840,Rajagiriya,Colombo,2,2,18,750,49500000,17.71748325
5827388,Maharagama,Colombo,4,3,7.075,3700,39000000,17.47907223
5853369,Battaramulla,Colombo,4,3,7,3700,69500000,18.05683732
435619,Dehiwala,Colombo,6,3,40,3000,280000000,19.45030016
503222,Ethul Kotte,Colombo,5,5,17,3000,128000000,18.66754083
5306059,Thalawathugoda,Colombo,6,4,24,3000,80000000,18.19753721
5339892,Colombo 5,Colombo,4,9,16,4500,320000000,19.58383156
5346660,Colombo 5,Colombo,2,2,14,2200,115000000,18.5604427
5348616,Boralesgamuwa,Colombo,5,4,9.5,3000,75000000,18.13299868
5349525,Pelawatte,Other,5,5,16,3000,100000000,18.42068075
5351500,Rajagiriya,Colombo,5,4,12,3000,90000000,18.31532024
5365886,Colombo 5,Colombo,3,2,29.4,4500,191100000,19.06830741
5374901,Nawala,Colombo,4,7,8.75,4650,125000000,18.6438243
5401624,Colombo 5,Colombo,4,3,20,4500,250000000,19.33697148
5413684,Colombo 8,Colombo,6,4,31,3000,356500000,19.6918448
5423817,Colombo 5,Colombo,4,2,15.54,3500,235000000,19.27509608
5424774,Pelawatte,Other,5,4,18,4000,150000000,18.82614586
5431531,Pelawatte,Other,4,3,14.8,2704,52000000,17.7667543
5433357,Colombo 4,Colombo,6,5,7.25,2500,140000000,18.75715299
5434449,Battaramulla,Colombo,4,2,32,2300,122000000,18.61953161
5442508,Colombo 8,Colombo,3,3,9,3000,150000000,18.82614586
5445734,Thalawathugoda,Colombo,4,4,18.6,4800,130000000,18.68304502
5445736,Pelawatte,Other,4,3,14.6,3600,80000000,18.19753721
5484383,Colombo 5,Colombo,6,2,31.25,3500,247000000,19.3248989
5503362,Colombo 6,Colombo,10,10,8.5,3000,110000000,18.51599093
5509380,Nawala,Colombo,6,6,84,3000,420000000,19.85576527
5532399,Nugegoda,Colombo,3,3,7.5,2000,65000000,17.98989784
5542475,Nugegoda,Colombo,7,4,36,3790,250000000,19.33697148
5543493,Battaramulla,Colombo,3,3,13.5,2600,150000000,18.82614586
5550285,Pelawatte,Other,5,4,20.9,2600,300000000,19.51929304
5572027,Rajagiriya,Colombo,5,5,20.75,4612,180000000,19.00846741
5638396,Hokandara,Colombo,4,4,45,3000,200000000,19.11382793
5642359,Rajagiriya,Colombo,6,8,10.3,3666,180000000,19.00846741
5643420,Rajagiriya,Colombo,4,5,22.5,4500,185000000,19.03586639
5645190,Pannipitiya,Colombo,6,3,20.5,3500,80000000,18.19753721
5645763,Nawala,Colombo,4,3,28,4500,300000000,19.51929304
5652209,Meetiyagoda,Other,3,2,280,2400,90000000,18.31532024
5659386,Thalawathugoda,Colombo,4,3,15.1,4000,65000000,17.98989784
5664048,Moratuwa,Colombo,5,5,40.3,3000,85000000,18.25816183
5667028,Colombo 5,Colombo,4,3,8,2400,120000000,18.60300231
5668460,Battaramulla,Colombo,6,5,34,3000,140000000,18.75715299
5670928,Hokandara,Colombo,4,4,15,4000,70000000,18.06400581
5672247,Pelawatte,Other,4,3,16.35,2516,80000000,18.19753721
5673067,Rathmalana,Colombo,5,4,17,4000,62000000,17.94264496
5853224,Nawala,Colombo,5,3,9,3000,88000000,18.29284738
5797511,Malabe,Colombo,3,3,10,1700,60000000,17.90985514
5853214,Wellampitiya,Kandy,4,3,14,2830,45000000,17.62217307
5853211,Homagama,Colombo,3,1,10,3000,18500000,16.73328134
5853524,Payagala,Kalutara,4,2,11,3500,25000000,17.03438642
5853505,Thalawathugoda,Colombo,8,6,15,3000,195000000,19.08851012
5853500,Dehiwala,Colombo,4,4,20.9,4000,132000000,18.69831249
5853496,Pelawatte,Colombo,8,10,60.26,3000,380000000,19.75568181
5853460,Polgasowita,Colombo,6,5,9.7,3000,100000000,18.42068075
5732316,Kandy,Kandy,4,3,158,1800,41000000,17.52908265
5833144,nugegoda,Colombo,3,2,7.65,2500,67000000,18.02020319
5614940,Malabe,Colombo,4,2,6,3000,46000000,17.64415198
5713268,Kottawa,Colombo,5,3,6,1856.83,33000000,17.31201815
5713279,Kundasale,Kandy,5,5,16.3,4450,120000000,18.60300231
5745324,Nugegoda,Colombo,3,2,24.4,3000,134200000,18.71484179
5852945,Moratuwa,Colombo,3,2,17.6,2000,59000000,17.89304802
5853202,Panadura,Kalutara,3,5,11.37,2300,57500000,17.86729552
5852869,Rathmalana,Colombo,4,3,7.2,2500,35000000,17.37085865
5852868,Kuruwita,Ratnapura,2,1,21,1344,25000000,17.03438642
5840524,Colombo 7,Colombo,4,4,12.6,3000,415000000,19.84378908
5840525,Colombo 4,Colombo,4,4,16.4,3500,300000000,19.51929304
5852858,Bandaragama,Gampaha,4,5,88,2500,80000000,18.19753721
5853167,Thalawathugoda,Colombo,4,3,7,4000,65000000,17.98989784
5852829,Dehiwala,Colombo,4,2,2.5,1500,25000000,17.03438642
5853001,Kandy,Kandy,4,3,17,2500,55000000,17.82284376
5852991,Kelaniya,Colombo,3,2,18.5,1300,27500000,17.1296966
5852988,Maharagama,Colombo,6,5,16,3000,70000000,18.06400581
5843455,Colombo 4,Colombo,4,4,8.8,3000,158000000,18.8781056
5759511,Dehiwala,Colombo,5,4,15.5,4200,65000000,17.98989784
5791098,Colombo 3,Colombo,5,3,8.12,2850,198000000,19.10377759
5826611,Colombo 5,Colombo,5,4,10.5,3000,220000000,19.20913811
5826625,Dehiwala,Colombo,5,4,6.1,2500,50000000,17.72753358
5833760,Dehiwala,Colombo,5,3,10,3500,100000000,18.42068075
5838507,Nawala,Colombo,7,5,20,3000,200000000,19.11382793
5838837,Colombo 3,Colombo,4,4,8,3250,130000000,18.68304502
5841157,Pita Kotte,Colombo,4,3,16.65,4533,68000000,18.03501828
5847834,Colombo 7,Colombo,4,4,12.7,4000,350000000,19.67344372
5850551,Kelaniya,Gampaha,4,3,20,2500,40000000,17.50439004
5852445,Athurugiriya,Colombo,4,5,20,3000,175000000,18.98029654
5852426,Nugegoda,Colombo,4,3,7,2730,68000000,18.03501828
5852364,Nugegoda,Colombo,6,3,30,3000,165000000,18.92145604
5852362,Bandaragama,Gampaha,4,2,13,2500,20000000,16.81124288
5852659,Dehiwala,Colombo,3,3,6,1500,35000000,17.37085865
5852657,Dehiwala,Colombo,7,3,17.5,4500,200000000,19.11382793
5852637,Athurugiriya,Colombo,5,3,65,3000,90000000,18.31532024
5852624,Wattala,Gampaha,4,4,10,4500,145000000,18.79224431
5852618,Colombo 5,Colombo,3,2,16,3000,240000000,19.29614949
5852554,Colombo 13,Colombo,3,1,8.8,1500,54000000,17.80449462
5839658,Mount Lavinia,Colombo,7,3,20,4256,90000000,18.31532024
5852056,Ratnapura,Ratnapura,3,2,22.5,2000,17500000,16.6777115
5847859,Thalawathugoda,Colombo,4,4,6.4,3000,68000000,18.03501828
5843729,Pita Kotte,Colombo,3,2,6,1500,32000000,17.28124649
5527906,Galle,Galle,4,3,27,3900,115000000,18.5604427
5698680,Colombo 3,Colombo,5,5,16,3000,550000000,20.12542884
5723888,Mount Lavinia,Colombo,5,3,21.11,3000,138000000,18.74276425
5851862,Naranwala,Gampaha,3,2,15,2000,19000000,16.75994959
5809364,Dankotuwa,Gampaha,4,2,19.3,4068,49500000,17.71748325
5847288,Battaramulla,Colombo,4,5,38,4300,425000000,19.86759973
5837442,Kandy,Kandy,4,3,3,3200,48000000,17.68671159
5851834,Boralesgamuwa,Colombo,6,3,15,2793,42500000,17.56501466
5851433,Homagama,Colombo,2,2,11,2545,20000000,16.81124288
5851701,Nugegoda,Colombo,4,3,20.25,2000,101250000,18.43310327
5851696,Boralesgamuwa,Colombo,6,3,15,2800,42500000,17.56501466
5851695,Rathmalana,Colombo,5,5,20,3500,65000000,17.98989784
5851622,Welipillewa,Gampaha,3,2,34.8,2500,19800000,16.80119255
5851612,Meegoda,Colombo,3,2,17,1300,19500000,16.78592507
5851557,Nawala,Colombo,3,2,15,3000,85500000,18.26402695
5851418,Kalutara,Kalutara,3,1,16.35,1500,18000000,16.70588237
5851078,Malwana,Other,3,1,160,2421,45000000,17.62217307
5818744,Kahathuduwa,Colombo,3,3,7,3000,24500000,17.01418372
5812865,Pita Kotte,Colombo,5,5,15,4500,82000000,18.22222982
5802615,Gonapola,Colombo,3,2,6.5,1900,29000000,17.18280642
5802638,Gonapola,Colombo,3,2,6.5,1900,32000000,17.28124649
5850527,Colombo 5,Colombo,4,3,18,4600,250000000,19.33697148
5739526,Minuwangoda,Colombo,3,2,15,2850,35000000,17.37085865
5850460,Colombo 5,Colombo,4,3,8.5,3900,220000000,19.20913811
5850429,Malabe,Colombo,3,3,10.3,2500,35000000,17.37085865
5850425,Kandy,Kandy,3,2,40,2500,60000000,17.90985514
5850637,Piliyandala,Colombo,5,3,11,3800,60000000,17.90985514
5850594,Kandana,Gampaha,5,7,12.75,2500,89000000,18.30414694
5839848,Peliyagoda,Colombo,4,3,6,3000,46000000,17.64415198
5850078,Kandana,Gampaha,4,4,25,2500,125000000,18.6438243
5850067,Galle,Galle,3,2,1,4000,30000000,17.21670797
5850281,Kandy,Kandy,6,7,100,2830,160000000,18.89068438
5850276,Pepiliyana,Colombo,7,4,16.5,3000,170000000,18.951309
5850220,Rathmalana,Colombo,5,5,6.8,1900,55000000,17.82284376
5836310,Piliyandala,Colombo,5,4,7,3200,33000000,17.31201815
5849716,Malabe,Colombo,5,5,9.1,4050,72500000,18.09909713
5849994,Kelaniya,Gampaha,2,1,31,2500,45000000,17.62217307
5836306,Piliyandala,Colombo,3,2,11.62,2300,28000000,17.1477151
5836538,Piliyandala,Colombo,4,3,6.32,2315,43000000,17.5767107
5839875,Piliyandala,Colombo,3,2,10.6,2785,29000000,17.18280642
5807094,Hokandara,Colombo,4,3,8.5,2450,58000000,17.87595359
5301244,Colombo 5,Colombo,4,4,1,4000,300000000,19.51929304
5849390,Colombo 5,Colombo,4,3,20,3000,250000000,19.33697148
5773255,Attidiya,Colombo,4,3,9,4000,59000000,17.89304802
5774994,Colombo 5,Colombo,4,3,1,4000,200000000,19.11382793
5776417,Colombo 7,Colombo,5,4,12.5,4500,380000000,19.75568181
5785637,Malabe,Colombo,4,3,10,2400,70000000,18.06400581
5786712,Mount Lavinia,Colombo,5,3,10,3800,80000000,18.19753721
5787352,Kohuwala,Colombo,4,2,7,3300,85000000,18.25816183
5787916,Colombo 2,Colombo,3,2,1,1267,75000000,18.13299868
5790646,Dehiwala,Colombo,5,5,8,4000,86000000,18.26985787
5792927,Rathmalana,Colombo,5,3,5.03,1400,32000000,17.28124649
5793422,Dehiwala,Colombo,6,3,9.1,2500,55000000,17.82284376
5849245,Attidiya,Colombo,2,1,3.5,1100,9500000,16.06680246
5795210,Rajagiriya,Colombo,3,3,1,3267,135000000,18.72078534
5795066,Boralesgamuwa,Colombo,2,2,9.6,1800,37000000,17.4264285
5795164,Kohuwala,Colombo,8,6,16,3000,100000000,18.42068075
5797126,Colombo 7,Colombo,4,2,1,4000,496440000,20.02297319
5797025,Mount Lavinia,Colombo,5,5,7.5,2042,65000000,17.98989784
5797042,Malabe,Colombo,4,3,10.25,3200,69000000,18.04961708
5797895,Dehiwala,Colombo,5,5,22,3000,200000000,19.11382793
5799606,Pita Kotte,Colombo,4,3,26,3000,114000000,18.55170902
5799886,Battaramulla,Colombo,2,1,14,1400,51000000,17.74733621
5799903,Maharagama,Colombo,4,3,20,3000,110000000,18.51599093
5799929,Dehiwala,Colombo,3,3,11,3000,125000000,18.6438243
5799949,Bolgoda,Colombo,3,5,11.37,3000,50000000,17.72753358
5799995,Thalahena,Colombo,5,3,64,4850,129000000,18.67532297
5800003,Kalubowila,Colombo,3,3,1,2000,75000000,18.13299868
5801107,Colombo 6,Colombo,4,7,8.5,3000,220000000,19.20913811
5807007,Kohuwala,Colombo,5,5,1,4800,180000000,19.00846741
5814825,Colombo 4,Colombo,3,2,1,1410,63000000,17.9586453
5814830,COLOMBO 6,Colombo,4,9,8.5,2314,125000000,18.6438243
5814835,Nawela,Colombo,5,3,10,4000,60000000,17.90985514
5824235,Colombo 5,Colombo,6,5,1,3000,500000000,20.03011866
5832251,Dehiwala,Colombo,6,8,7.5,4500,118000000,18.58619519
5849219,Kesbewa,Colombo,4,2,10,1861,30000000,17.21670797
5849225,Mirihana,Colombo,4,3,6.9,2500,70000000,18.06400581
5837798,Colombo 4,Colombo,8,8,1,3000,350000000,19.67344372
5837760,Horana,Kalutara,3,2,1,4500,25000000,17.03438642
5849267,Colombo 5,Colombo,7,3,15.54,4600,225330000,19.23307656
5848074,Malabe,Colombo,4,5,10,4450,75000000,18.13299868
5573872,Nawala,Colombo,6,6,84,3000,403000000,19.81444712
5730753,Kandana,Gampaha,3,3,100,2500,120000000,18.60300231
5848984,Pepiliyana,Colombo,4,2,17,3200,82000000,18.22222982
5842267,Negombo,Gampaha,4,3,15,4083.75,55000000,17.82284376
5843806,Colombo 7,Colombo,5,5,10,3767,230000000,19.25358987
5846324,Homagama,Colombo,4,4,39,3000,27000000,17.11134746
5848298,Pelawatte,Other,3,3,20,3000,90000000,18.31532024
5843374,Kalutara,Kalutara,3,1,12.5,2500,16000000,16.58809934
5848895,Gampaha,Gampaha,4,2,32,2700,19500000,16.78592507
5848112,Battaramulla,Colombo,4,4,7,2700,52000000,17.7667543
5848111,Kelaniya,Colombo,3,2,18.95,1665,35500000,17.38504328
5848263,Mount Lavinia,Colombo,3,2,22,4200,125000000,18.6438243
5848244,Battaramulla,Colombo,5,5,16,3500,90000000,18.31532024
5783051,Thalahena,Colombo,4,4,12,3000,69000000,18.04961708
5848148,Malabe,Colombo,5,5,10,4800,42500000,17.56501466
5848144,Rajagiriya,Colombo,4,4,10,4300,89000000,18.30414694
5848132,Boralesgamuwa,Colombo,6,3,15,2793,67500000,18.02763817
5848121,Boralesgamuwa,Colombo,5,5,14,4000,155000000,18.85893568
5848346,Battaramulla,Colombo,4,4,10,4000,75000000,18.13299868
5844038,Colombo 8,Colombo,7,5,8,4000,105000000,18.46947092
5847906,Thalawathugoda,Colombo,4,2,20,3000,75000000,18.13299868
5847866,Homagama,Colombo,5,4,8,2500,37500000,17.43985152
5847838,Habarakada,Other,3,3,1,1400,26000000,17.07360713
5846178,Colombo 6,Colombo,3,2,6.13,3000,70000000,18.06400581
5848075,Colombo 3,Colombo,4,8,24.14,3000,420000000,19.85576527
5551297,Kalutara,Kalutara,3,2,35,1800,21000000,16.86003304
5847769,Ekala,Gampaha,4,2,8,1500,11900000,16.29204904
5848015,Kadawatha,Gampaha,5,3,19.29,1924,40000000,17.50439004
5848013,Mount Lavinia,Colombo,4,4,7.9,1800,55000000,17.82284376
5848012,Battaramulla,Colombo,5,3,12.9,3000,150000000,18.82614586
5847998,Battaramulla,Colombo,5,4,40.8,3000,300000000,19.51929304
5847992,Boralesgamuwa,Colombo,5,5,20,3517,145000000,18.79224431
5847978,Pita Kotte,Colombo,5,5,13.7,4300,97000000,18.39022155
5847929,Kaduwela,Colombo,3,2,11.9,2800,42500000,17.56501466
5847674,Athurugiriya,Colombo,5,3,12,4600,60000000,17.90985514
5847532,Boralesgamuwa,Colombo,4,4,12.8,4400,95000000,18.36938746
5847481,Battaramulla,Colombo,6,7,19,3000,450000000,19.92475814
5810203,Nawala,Colombo,3,1,24,1500,172900000,18.96822396
5847649,Battaramulla,Colombo,5,4,50,3000,330000000,19.61460322
5820868,Colombo 6,Colombo,3,2,11,4500,95000000,18.36938746
5712254,Thalawathugoda,Colombo,4,3,11,3345,60000000,17.90985514
5847382,Piliyandala,Colombo,3,2,10,2000,47000000,17.66565818
5847278,Boralesgamuwa,Colombo,4,3,10,3000,79000000,18.18495842
5780150,Thalawathugoda,Colombo,4,2,10,3500,58000000,17.87595359
5814599,Colombo 7,Colombo,5,4,10,3500,245000000,19.31676877
5846947,Kandy,Kandy,7,6,10,4500,72000000,18.09217669
5846953,Digana,Kandy,4,4,22,3630,75000000,18.13299868
5847126,Dehiwala,Colombo,4,3,8.25,3250,63000000,17.9586453
5847122,Colombo 5,Colombo,4,4,10,3000,160000000,18.89068438
5846914,Katubedda,Colombo,5,4,8,3400,72000000,18.09217669
5620924,Colombo 8,Colombo,5,5,11.35,3500,180000000,19.00846741
5846847,Rathmalana,Colombo,6,5,13,3000,110000000,18.51599093
5847075,Battaramulla,Colombo,6,6,19,3000,450000000,19.92475814
5846833,Moratuwa,Colombo,6,2,26,2000,70200000,18.06685888
5846830,Negombo,Gampaha,3,1,12.5,994,7900000,15.88237344
5846992,Kaduwela,Colombo,4,3,10,3600,37500000,17.43985152
5846465,Kaduwela,Colombo,3,2,6.6,4121,70000000,18.06400581
5846587,Bandarawela,Badulla,3,3,42,4500,30000000,17.21670797
5846551,Pita Kotte,Colombo,3,3,15.5,3000,54250000,17.80911357
5641103,Nawala,Colombo,6,5,26,2500,145000000,18.79224431
5846713,Kuliyapitiya,Kurunegala,3,1,12.5,1500,8500000,15.95557684
5846467,Gurudeniya,Kandy,4,2,46,2000,40000000,17.50439004
5846218,Kesbewa,Colombo,7,2,17.5,2500,30000000,17.21670797
5434851,Nugegoda,Colombo,4,3,17,3215,95000000,18.36938746
5663183,Nugegoda,Colombo,6,5,21,4090,115000000,18.5604427
5676601,Nugegoda,Colombo,6,3,17.8,2500,85000000,18.25816183
5690894,Nugegoda,Colombo,5,4,12.25,3000,140000000,18.75715299
5342650,Rajagiriya,Colombo,6,3,13.8,4500,63000000,17.9586453
5381462,Rajagiriya,Colombo,7,4,10.5,3000,170000000,18.951309
5421784,Rajagiriya,Colombo,4,4,28.5,2900,170000000,18.951309
5477027,Rajagiriya,Colombo,7,6,12,3100,70000000,18.06400581
5538858,Rajagiriya,Colombo,6,4,24,3000,130000000,18.68304502
5628631,Rajagiriya,Colombo,4,3,14.4,3500,60000000,17.90985514
5633290,Rajagiriya,Colombo,5,4,19.2,4500,160000000,18.89068438
5648615,Rajagiriya,Colombo,3,3,16.5,2000,175000000,18.98029654
5659207,Rajagiriya,Colombo,5,4,19.2,4500,160000000,18.89068438
5672540,Rajagiriya,Colombo,4,4,10,3000,135000000,18.72078534
496264,Battaramulla,Colombo,5,7,25.7,3000,164800000,18.92024318
5402260,Battaramulla,Colombo,5,3,160,3000,441000000,19.90455544
5554977,Battaramulla,Colombo,3,3,21.4,4800,200000000,19.11382793
5679553,Battaramulla,Colombo,4,3,16.5,3335,75000000,18.13299868
422827,Colombo 5,Colombo,4,3,17.5,4900,300000000,19.51929304
496279,Colombo 7,Colombo,7,6,12.7,4800,430000000,19.87929577
5346332,Colombo 6,Colombo,5,5,19.83,3000,160000000,18.89068438
5346341,Colombo 6,Colombo,3,2,10.9,4500,100000000,18.42068075
5372551,Colombo 4,Colombo,6,4,15.5,3000,294500000,19.50078956
5376828,Colombo 4,Colombo,5,4,14,3400,250000000,19.33697148
5391118,Colombo 5,Colombo,7,4,22,4000,253000000,19.34890005
5397903,Colombo 5,Colombo,4,4,13,3000,300000000,19.51929304
5401538,Colombo 7,Colombo,6,6,8,4000,220000000,19.20913811
5426938,Colombo 7,Colombo,5,7,16.5,3000,400000000,19.80697511
5433292,Colombo 5,Colombo,5,3,19,3500,175000000,18.98029654
5846152,Colombo 4,Colombo,4,3,9.62,4000,215000000,19.18614859
5474732,Colombo 3,Colombo,5,4,10.2,1500,170000000,18.951309
5485556,Colombo 5,Colombo,4,3,6.1,2180,90000000,18.31532024
5485339,Colombo 5,Colombo,6,6,5.4,3700,138000000,18.74276425
5529368,Colombo 10,Colombo,4,3,24,2500,384000000,19.76615311
5533273,Colombo 7,Colombo,5,4,12,4000,340000000,19.64445618
5545865,Colombo 5,Colombo,4,2,11.38,1800,170700000,18.95541819
5558598,Colombo 4,Colombo,4,3,6,3200,120000000,18.60300231
5582892,Colombo 2,Colombo,4,4,19.6,3000,392000000,19.7867724
5587083,Colombo 3,Colombo,8,7,15,3000,450000000,19.92475814
5620495,Colombo 5,Colombo,5,4,10,3360,175000000,18.98029654
5626046,Colombo 5,Colombo,5,3,6.85,3500,151000000,18.8327904
5676604,Colombo 5,Colombo,4,6,10.5,3000,147000000,18.80594315
5846148,Kadawatha,Gampaha,5,2,12,3267,32500000,17.29675068
5846145,Kiribathgoda,Gampaha,3,3,6.5,3145,35000000,17.37085865
5846142,Kiribathgoda,Gampaha,5,3,10,3000,54000000,17.80449462
5845043,Colombo 3,Colombo,4,3,1,4000,135000000,18.72078534
5846422,Kuliyapitiya,Kurunegala,4,1,67.8,1300,16500000,16.618871
5846110,Anuradhapura,Anuradhapura,3,2,10,2000,32000000,17.28124649
5846318,Weligama,Matara,2,1,24,1800,55000000,17.82284376
5846289,Rajagiriya,Colombo,5,5,15,4190,130000000,18.68304502
5827549,Ganemulla,Gampaha,7,3,16.45,3283,27500000,17.1296966
5823115,Nawala,Colombo,5,4,6,3500,75000000,18.13299868
5836132,Colombo 4,Colombo,3,3,16.4,3500,300000000,19.51929304
5845858,Colombo 5,Colombo,4,3,18,4600,250000000,19.33697148
5845836,Kohuwala,Colombo,6,7,17,4923,230000000,19.25358987
5845785,Colombo 13,Colombo,3,2,1.5,800,14500000,16.48965928
5823370,Piliyandala,Colombo,4,3,1,2400,80000000,18.19753721
5799874,Rathmalana,Colombo,5,2,15,2400,52500000,17.77632375
5845492,Rajagiriya,Colombo,4,3,10,4585,165000000,18.92145604
5845708,Ja Ela,Gampaha,4,2,12.5,2000,45000000,17.62217307
5845279,Ambalangoda,Galle,4,2,77,1700,27500000,17.1296966
5845461,Rajagiriya,Colombo,3,2,12.83,1500,50000000,17.72753358
5845371,Kiriwatthuduwa,Other,4,3,8.5,2200,23000000,16.95100482
5845085,Nugegoda,Colombo,6,6,23,2500,175000000,18.98029654
5845061,Malabe,Colombo,5,3,10.3,3200,54000000,17.80449462
5762946,Ja Ela,Gampaha,4,2,108,4500,53000000,17.78580249
5845192,Delkanda,Colombo,5,4,14,3000,60000000,17.90985514
5845188,Delkanda,Colombo,7,6,20,3000,125000000,18.6438243
5812809,Battaramulla,Colombo,4,3,10,3500,85000000,18.25816183
5841715,Mount Lavinia,Colombo,6,6,22,3000,130000000,18.68304502
5753517,Dehiwala,Colombo,4,4,16.7,4000,100000000,18.42068075
5817614,Mount Lavinia,Colombo,4,4,10.1,3700,87000000,18.28141869
5821621,Battaramulla,Colombo,5,5,14.01,4345,99500000,18.41566821
5764788,Colombo 4,Colombo,5,3,16.4,3500,300000000,19.51929304
5827902,Colombo 4,Colombo,5,5,10,3000,165000000,18.92145604
5845015,Colombo 3,Colombo,5,5,7.45,4176,190000000,19.06253464
5844719,Halbarawa,Colombo,3,2,11.78,2500,11000000,16.21340592
5726230,Nugegoda,Colombo,5,5,20.5,3500,95000000,18.36938746
5817359,Kohuwala,Colombo,4,4,11.47,3300,120000000,18.60300231
5817606,Nugegoda,Colombo,8,7,16,3000,100000000,18.42068075
5844706,Kandy,Kandy,5,4,12,2800,59500000,17.90148689
5844703,Rajagiriya,Colombo,3,1,5,1500,15000000,16.52356083
5844505,Colombo 8,Colombo,7,6,7.8,3000,148000000,18.81272284
5733452,Negombo,Gampaha,6,6,34,3400,155000000,18.85893568
5844699,Nawalapitiya,Colombo,3,3,30,1200,13500000,16.41820032
5844377,Pita Kotte,Colombo,4,4,7,3981,70000000,18.06400581
